payitem_number,payitem_desc,unit,quantity,county,district,contract,item,awarded_price,letting_date,id
X0324993,SEP JT W/SLEEP SLAB,FOOT,474.000,KANE,1,61F04,83,93.36,11/9/2018,
X0325040,"FO INNERDUCT 1 1/4""",FOOT,803.000,COOK,1,60X79,3,4.3,11/9/2018,
X0325040,"FO INNERDUCT 1 1/4""",FOOT,4607.000,COOK,1,60X93,4,9,11/9/2018,
X0325087,VIDEO TAPING MN DRAIN,FOOT,3716.000,COOK,1,60X79,3,50.72,11/9/2018,
X0325095,MAIN DRAIN CLEANING,FOOT,1858.000,COOK,1,60X79,3,85.48,11/9/2018,
X0325201,SHOULDER RUM STRIP RM,SQ YD,1868.000,COOK,1,60X79,3,35.93,11/9/2018,
X0325201,SHOULDER RUM STRIP RM,SQ YD,14256.000,WINNEBAGO,2,64B87,45,14.96,11/9/2018,
X0325207,TV INSPECT OF SEWER,FOOT,1758.000,COOK,1,60X79,3,15.51,11/9/2018,
X0325207,TV INSPECT OF SEWER,FOOT,4270.000,COOK,1,60X93,4,25,11/9/2018,
X0325207,TV INSPECT OF SEWER,FOOT,6250.000,COOK,1,61F16,88,4.5,11/9/2018,
X0325208,SOLAR LIGHT UNIT COMP,EACH,2.000,WINNEBAGO,2,46903,99,8838,11/9/2018,
X0325222,WEED CONT BASAL TRTMT,GALLON,10.000,COOK,1,62C71,6,165,11/9/2018,
X0325265,REMOVE ELEC  SERVICE,EACH,19.000,COOK,1,46473,67,3000,11/9/2018,
X0325265,REMOVE ELEC  SERVICE,EACH,20.000,DUPAGE,1,46472,66,601.1,11/9/2018,
X0325279,CLASS SI CONC (MISC),CU YD,450.900,COOK,1,60X79,3,1500,11/9/2018,
X0325318,LT WT CELL CONC FILL,CU YD,13153.000,COOK,1,60X79,3,95,11/9/2018,
X0325318,LT WT CELL CONC FILL,CU YD,11361.000,COOK,1,60X93,4,85,11/9/2018,
X0325349,TEMP CON BAR (PERM),FOOT,1450.000,COOK,1,60X79,3,35,11/9/2018,
X0325349,TEMP CON BAR (PERM),FOOT,3325.000,COOK,1,60X93,4,33,11/9/2018,
X0325349,TEMP CON BAR (PERM),FOOT,200.000,KANE,1,61F04,83,19.5,11/9/2018,
X0325391,EXPD POLYSTYRENE FILL,CU YD,1603.000,COOK,1,60X93,4,105,11/9/2018,
X0325410,PILE REMOVAL,FOOT,10.000,COOK,1,60X79,3,1500,11/9/2018,
X0325410,PILE REMOVAL,FOOT,250.000,COOK,1,60X93,4,50,11/9/2018,
X0325476,RADAR VEH DETECT SYST,EACH,1.000,KANE,1,61E99,81,16612.73,11/9/2018,
X0325714,FL BEACON P MTD SP IN,EACH,2.000,COOK,1,61F16,88,11935,11/9/2018,
X0325749,FIBER WRAP,SQ FT,120.000,ST. CLAIR,8,76945,31,128.7,11/9/2018,
X0325815,REMOVE EXISTING CABLE,FOOT,4211.000,COOK,1,60X79,3,1.2,11/9/2018,
X0325815,REMOVE EXISTING CABLE,FOOT,1453.000,COOK,1,60X93,4,0.6,11/9/2018,
X0325839,SIGNAL TIMING,L SUM,1.000,KANE,1,61E67,79,1160.41,11/9/2018,
X0325862,CONC BR RAILING,FOOT,316.000,WINNEBAGO,2,46903,99,251.5,11/9/2018,
X0325947,MILESTONE VM,GALLON,82.000,VARIOUS,6,72K92,56,1213,11/9/2018,
X0325969,PORT VHMNT CH MSS BRD,CAL DA,8.000,KANKAKEE,3,66956,19,500,11/9/2018,
X0326094,REL EX ITS CONT CAB,EACH,2.000,COOK,1,60X79,3,4328.5,11/9/2018,
X0326104,RELO RADAR DETECT SYS,EACH,1.000,KANE,1,61E99,81,1470.69,11/9/2018,
X0326133,TEMP WD POLE 45FT CL5,EACH,1.000,MCHENRY,1,60T13,2,949.15,11/9/2018,
X0326208,ALTERNATE RTE SIGNING,L SUM,1.000,LIVINGSTON,3,66H50,73,20000,11/9/2018,
X0326255,APPLICATION SERVER,EACH,2.000,DUPAGE,1,61F05,84,31374.62,11/9/2018,
X0326275,RR ROW ENTRY PERMIT,EACH,1.000,COOK,1,61F14,87,2000,11/9/2018,
X0326276,TEMP LGHT SNGL LN STG,L SUM,1.000,KANE,1,62B31,36,25108,11/9/2018,
X0326276,TEMP LGHT SNGL LN STG,L SUM,1.000,LAKE,1,62D35,7,15000,11/9/2018,
X0326326,CC TPX 2-1/C6 1-1/CG,FOOT,225.000,COOK,1,60X79,3,8.2,11/9/2018,
X0326440,SURF REM VAR DP (SPL),SQ YD,3256.000,PEORIA,4,68185,42,5.75,11/9/2018,
X0326444,SURFACE FILLER SPL,GALLON,5.000,HENDERSON,4,68E25,41,1300,11/9/2018,
X0326452,VIDEO SYS DET PROCSSR,EACH,2.000,KANE,1,61E99,81,5714.29,11/9/2018,
X0326461,CCTV EQPT FBR OPT DST,EACH,1.000,COOK,1,60X93,4,5600,11/9/2018,
X0326462,BDGT ALWNC TWY FO CON,L SUM,1.000,KANE,1,61E99,81,30000,11/9/2018,
X0326649,LINEAR DELIN PANELS 6,EACH,64.000,KANKAKEE,3,66956,19,25,11/9/2018,
X0326649,LINEAR DELIN PANELS 6,EACH,6.000,LASALLE,3,66A57,39,44,11/9/2018,
X0326649,LINEAR DELIN PANELS 6,EACH,150.000,WINNEBAGO,2,64B87,45,20,11/9/2018,
X0326671,CONC SURF COLOR TRMNT,SQ FT,5200.000,DUPAGE,1,61E06,78,4.25,11/9/2018,
X0326694,PLUG EX STORM SEWERS,CU YD,1.100,COOK,1,60X93,4,10200,11/9/2018,
X0326767,PROF DMD GRND CON PVT,SQ YD,150.000,UNION,9,78697,65,55.02,11/9/2018,
X0326801,COMBND SEWR TO BE CLN,FOOT,842.000,COOK,1,60X93,4,35,11/9/2018,
X0326806,WASHOUT BASIN,L SUM,1.000,KANE,1,61E75,80,1500,11/9/2018,
X0326862,STRUCTURE ADJ,EACH,10.000,COOK,1,61F16,88,325,11/9/2018,
X0326880,MESSAGE BOARD VEH DRV,HOUR,64.000,KANKAKEE,3,66956,19,110,11/9/2018,
X0326885,VIDEO DETECT SYS,EACH,7.000,KANE,1,61E99,81,23889.43,11/9/2018,
X0326885,VIDEO DETECT SYS,EACH,2.000,WINNEBAGO,2,64B87,45,29481.43,11/9/2018,
X0326910,SLOPE STABILIZATION,L SUM,1.000,BUREAU,3,87686,92,25000,11/9/2018,
X0326948,CCTV CAMERA STR 50 MH,EACH,1.000,COOK,1,60X93,4,59600,11/9/2018,
X0326998,FUR & INSTL HANDRAIL,FOOT,50.000,DUPAGE,1,61E06,78,293.2,11/9/2018,
X0326998,FUR & INSTL HANDRAIL,FOOT,50.000,MADISON,8,46496,60,40,11/9/2018,
X0327004,TEMP WP 60 CL 4,EACH,5.000,COOK,1,60X79,3,2622,11/9/2018,
X0327008,REM/REL SIGN SPECIAL,EACH,3.000,ADAMS,6,93711,101,200,11/9/2018,
X0327036,BIKE PATH REM,SQ YD,227.000,KANE,1,61E67,79,7.86,11/9/2018,
X0327036,BIKE PATH REM,SQ YD,100.000,KANE,1,61E75,80,20,11/9/2018,
X0327078,REM FIRE HYD/VALV ASS,EACH,4.000,DUPAGE,1,61E06,78,580.33,11/9/2018,
X0327117,ATMS SYS INTEGRATION,L SUM,1.000,COOK,1,60X79,3,8132.8,11/9/2018,
X0327117,ATMS SYS INTEGRATION,L SUM,1.000,COOK,1,60X93,4,16100,11/9/2018,
X0327139,AGG COLUMN GRND IMPRV,L SUM,1.000,COOK,1,60X93,4,125000,11/9/2018,
X0327171,SCARIFY EX SURFACE,SQ YD,9077.000,WINNEBAGO,2,46903,99,0.95,11/9/2018,
X0327241,STL CAS P TR 24,FOOT,26.000,WILL,1,61F19,89,150,11/9/2018,
X0327267,SLOPE INCLINOMETER,EACH,4.000,COOK,1,60X79,3,6100,11/9/2018,
X0327267,SLOPE INCLINOMETER,EACH,2.000,COOK,1,60X93,4,10000,11/9/2018,
X0327301,RELOCATE EX MAILBOX,EACH,8.000,PEORIA,4,68185,42,315,11/9/2018,
X0327301,RELOCATE EX MAILBOX,EACH,22.000,SANGAMON,6,72B37,22,595.7,11/9/2018,
X0327301,RELOCATE EX MAILBOX,EACH,2.000,WINNEBAGO,2,46903,99,154.9,11/9/2018,
X0327347,COMB SEW REM  6,FOOT,38.000,COOK,1,60X79,3,59.62,11/9/2018,
X0327353,STORMWTR TRTMT SYS L1,L SUM,1.000,DUPAGE,1,61E06,78,17006.66,11/9/2018,
X0327354,STORMWTR TRTMT SYS L2,L SUM,1.000,DUPAGE,1,61E06,78,13592.24,11/9/2018,
X0327357,CONSTRN VBRN MONITRNG,L SUM,1.000,COOK,1,60X79,3,270000,11/9/2018,
X0327357,CONSTRN VBRN MONITRNG,L SUM,1.000,COOK,1,60X93,4,200000,11/9/2018,
X0327485,MAST ARM ST LTG 15,EACH,2.000,KANE,1,61E99,81,1167.87,11/9/2018,
X0327561,BUDG ALLOW CCTV INTGR,L SUM,1.000,COOK,1,60X93,4,10000,11/9/2018,
X0327576,TEMPORARY PATCHING,SQ YD,750.000,COOK,1,61F16,88,15,11/9/2018,
X0327583,STAMPED CLRDPCCPVT10J,SQ YD,490.000,KANE,1,62F16,8,144,11/9/2018,
X0327607,FIBER OPT SPL-MAINLN,EACH,3.000,COOK,1,60X79,3,12378.9,11/9/2018,
X0327607,FIBER OPT SPL-MAINLN,EACH,1.000,COOK,1,60X93,4,4800,11/9/2018,
X0327611,REM & REIN BRIC PAVER,SQ FT,645.000,COOK,1,61F14,87,12,11/9/2018,
X0327611,REM & REIN BRIC PAVER,SQ FT,50.000,COOK,1,61F16,88,20,11/9/2018,
X0327616,MAINT ITS DURG CONSTR,CAL MO,29.000,COOK,1,60X79,3,9204.6,11/9/2018,
X0327616,MAINT ITS DURG CONSTR,CAL MO,22.000,COOK,1,60X93,4,3875,11/9/2018,
X0327618,"LANDSCAPING, SPECIAL",L SUM,1.000,CHAMPAIGN,5,91576,96,50000,11/9/2018,
X0327622,REM REINS HTC MED BAR,FOOT,2278.000,LIVINGSTON,3,66H50,73,40,11/9/2018,
X0327638,STREAM GAUGE,EACH,2.000,LAKE,1,60R79,1,1500,11/9/2018,
X0327640,REAL-TIME TR CONT CBU,CAL MO,17.000,WINNEBAGO,2,64B87,45,4200,11/9/2018,
X0327641,REAL-TIME TR CONT SU,CAL MO,34.000,WINNEBAGO,2,64B87,45,750,11/9/2018,
X0327645,TEMP SOIL RET SYS SPL,SQ FT,4118.000,COOK,1,60X79,3,0.01,11/9/2018,
X0327649,SOIL RETENTION SYSTEM,SQ FT,758.000,COOK,1,60X93,4,105,11/9/2018,
X0327650,TEMP DRAINAGE SYS N1,L SUM,1.000,COOK,1,60X93,4,17000,11/9/2018,
X0327680,TRENCH DRAIN,FOOT,10.000,ADAMS,6,93711,101,500,11/9/2018,
X0327698,LED IN IL STNAME SIGN,EACH,8.000,DUPAGE,1,61E06,78,3350,11/9/2018,
X0327754,TEMPORARY BULKHEAD,EACH,7.000,COOK,1,60X79,3,5000,11/9/2018,
X0327756,SS CABL PLANT SUP SYS,L SUM,1.000,COOK,1,60X93,4,100000,11/9/2018,
X0327757,FDN CONSTR EX OBSTRNS,EACH,5.000,COOK,1,60X79,3,2800,11/9/2018,
X0327757,FDN CONSTR EX OBSTRNS,EACH,11.000,COOK,1,60X93,4,28000,11/9/2018,
X0327762,RAILROAD FLAGGER,L SUM,1.000,COOK,1,61F14,87,6000,11/9/2018,
X0327809,LINEAR DELIN PANELS 4,EACH,30.000,LIVINGSTON,3,66J49,48,71,11/9/2018,
X0327979,PAVMT MRKG REM GRIND,SQ FT,88.000,CHAMPAIGN,5,91576,96,5,11/9/2018,
X0327979,PAVMT MRKG REM GRIND,SQ FT,958.000,COOK,1,60X79,3,1.1,11/9/2018,
X0327979,PAVMT MRKG REM GRIND,SQ FT,3301.000,KANE,1,61E67,79,0.75,11/9/2018,
X0327979,PAVMT MRKG REM GRIND,SQ FT,1678.000,KANE,1,61F04,83,1,11/9/2018,
X0327979,PAVMT MRKG REM GRIND,SQ FT,2564.000,MCHENRY,1,60T13,2,0.92,11/9/2018,
X0327979,PAVMT MRKG REM GRIND,SQ FT,422.000,MENARD,6,72K86,25,8.73,11/9/2018,
X0327979,PAVMT MRKG REM GRIND,SQ FT,4906.000,PIKE,6,72K66,24,0.92,11/9/2018,
X0327979,PAVMT MRKG REM GRIND,SQ FT,6000.000,VARIOUS,7,46504,61,0.9,11/9/2018,
X0327979,PAVMT MRKG REM GRIND,SQ FT,35494.000,WILLIAMSON,9,78363,59,0.97,11/9/2018,
X0327980,PAVMT MRKG REM WTR BL,SQ FT,11205.000,COOK,1,60X79,3,1.1,11/9/2018,
X0327980,PAVMT MRKG REM WTR BL,SQ FT,78090.000,COOK,1,60X93,4,1.1,11/9/2018,
X0327980,PAVMT MRKG REM WTR BL,SQ FT,2500.000,COOK,1,61F16,88,1,11/9/2018,
X0327980,PAVMT MRKG REM WTR BL,SQ FT,22520.000,DUPAGE,1,61E06,78,1.2,11/9/2018,
X0327980,PAVMT MRKG REM WTR BL,SQ FT,1198.000,DUPAGE,1,62F57,11,1.95,11/9/2018,
X0327980,PAVMT MRKG REM WTR BL,SQ FT,699.000,HENDERSON,4,68E25,41,6,11/9/2018,
X0327980,PAVMT MRKG REM WTR BL,SQ FT,4317.000,HENRY,2,64M78,46,1.5,11/9/2018,
X0327980,PAVMT MRKG REM WTR BL,SQ FT,725.000,KANE,1,61E75,80,5.9,11/9/2018,
X0327980,PAVMT MRKG REM WTR BL,SQ FT,6444.000,KANE,1,61E99,81,4.44,11/9/2018,
X0327980,PAVMT MRKG REM WTR BL,SQ FT,2138.000,KANE,1,62B31,36,3,11/9/2018,
X0327980,PAVMT MRKG REM WTR BL,SQ FT,4810.000,KANE,1,62D43,68,2.04,11/9/2018,
X0327980,PAVMT MRKG REM WTR BL,SQ FT,1829.000,KANKAKEE,3,66956,19,2.5,11/9/2018,
X0327980,PAVMT MRKG REM WTR BL,SQ FT,5856.000,LAKE,1,60R79,1,1.35,11/9/2018,
X0327980,PAVMT MRKG REM WTR BL,SQ FT,1782.000,LAKE,1,62D35,7,1.8,11/9/2018,
X0327980,PAVMT MRKG REM WTR BL,SQ FT,12568.000,LIVINGSTON,3,66H50,73,2,11/9/2018,
X0327980,PAVMT MRKG REM WTR BL,SQ FT,563.000,MARSHALL,4,68E12,50,4.75,11/9/2018,
X0327980,PAVMT MRKG REM WTR BL,SQ FT,543.000,MCHENRY,1,60T13,2,3.08,11/9/2018,
X0327980,PAVMT MRKG REM WTR BL,SQ FT,487.000,MOULTRIE,7,74358,26,6,11/9/2018,
X0327980,PAVMT MRKG REM WTR BL,SQ FT,4271.000,PEORIA,4,68185,42,1.35,11/9/2018,
X0327980,PAVMT MRKG REM WTR BL,SQ FT,3248.000,TAZEWELL,4,68D85,34,2.4,11/9/2018,
X0327980,PAVMT MRKG REM WTR BL,SQ FT,25885.000,WINNEBAGO,2,64B87,45,1.15,11/9/2018,
X0327980,PAVMT MRKG REM WTR BL,SQ FT,244.000,WOODFORD,4,68E17,35,12.5,11/9/2018,
X0327992,IMP ATTN TMP NR TL3RP,EACH,1.000,COOK,1,60X79,3,6000,11/9/2018,
X0327993,STAIRCASE REMOVAL,L SUM,1.000,COOK,1,60X79,3,10000,11/9/2018,
X0327994,CTA PROTECTIVE SHIELD,L SUM,1.000,COOK,1,60X93,4,75000,11/9/2018,
X0327995,SHOULDER RUM STRIP  6,FOOT,21596.000,WILLIAMSON,9,78363,59,0.81,11/9/2018,
X0350810,BOLLARD REMOVAL,EACH,4.000,WINNEBAGO,2,46903,99,156.19,11/9/2018,
X0358300,REM & RELAY END SECT,EACH,2.000,SANGAMON,6,72B37,22,2591.18,11/9/2018,
X0370007,BREAKDOWN EX HH  CDOT,EACH,3.000,COOK,1,60X79,3,519.8,11/9/2018,
X0370021,EL HH 30 24 F&L  CDOT,EACH,1.000,COOK,1,60X79,3,2267.8,11/9/2018,
X0370068,CF24 1.25A15B    CDOT,EACH,3.000,COOK,1,60X79,3,1980.3,11/9/2018,
X0370074,RACKING CBL MH/HHCDOT,EACH,1.000,COOK,1,60X79,3,692.3,11/9/2018,
X0370077,LOCATE TUNNEL CHICAGO,EACH,2.000,COOK,1,60X79,3,12000,11/9/2018,
X0370077,LOCATE TUNNEL CHICAGO,EACH,1.000,COOK,1,60X93,4,20000,11/9/2018,
X0370078,BULKHD TUNNEL CHICAGO,EACH,4.000,COOK,1,60X79,3,3800,11/9/2018,
X0370078,BULKHD TUNNEL CHICAGO,EACH,1.000,COOK,1,60X93,4,15000,11/9/2018,
X0370080,COMB C&G B V.12(CDOT),FOOT,47.000,COOK,1,60X79,3,65,11/9/2018,
X0370080,COMB C&G B V.12(CDOT),FOOT,323.000,COOK,1,60X93,4,40,11/9/2018,
X0370085,CLN MNHL/HNDHL (CDOT),EACH,1.000,COOK,1,60X79,3,577.3,11/9/2018,
X0488100,REM EX SEPTIC TANK,EACH,1.000,PEORIA,4,68185,42,3200,11/9/2018,
X0540000,BRICK PAVERS,SQ FT,16.000,WINNEBAGO,2,46903,99,21,11/9/2018,
X0556100,PART DEPTH PATCH SPL,SQ YD,19.000,LIVINGSTON,3,66H31,47,400,11/9/2018,
X0900020,THML INTGRTY PROF TST,EACH,8.000,LASALLE,3,66A57,39,550,11/9/2018,
X0900037,CLMN TENSIOND STRANDS,EACH,99.000,ST. CLAIR,8,76945,31,440,11/9/2018,
X0900044,THML NTGRTY PROF DATA,FOOT,234.000,LASALLE,3,66A57,39,85,11/9/2018,
X0900064,MEMBR WTRPR SYS B STR,SQ YD,261.000,ADAMS,6,93711,101,30,11/9/2018,
X0900064,MEMBR WTRPR SYS B STR,SQ YD,401.000,KANE,1,62B31,36,80,11/9/2018,
X0900064,MEMBR WTRPR SYS B STR,SQ YD,257.000,LAWRENCE,7,74619,27,55,11/9/2018,
X0900064,MEMBR WTRPR SYS B STR,SQ YD,400.000,MCLEAN,5,70752,21,35,11/9/2018,
X0900064,MEMBR WTRPR SYS B STR,SQ YD,89.000,WINNEBAGO,2,46903,99,63.48,11/9/2018,
X0900071,SHT PILE REMOVAL SP,SQ FT,200.000,COOK,1,60X79,3,25,11/9/2018,
X0900071,SHT PILE REMOVAL SP,SQ FT,700.000,COOK,1,60X93,4,4,11/9/2018,
X0900072,SLOPE INCLMTR CASING,FOOT,57.000,LASALLE,3,66F12,20,266,11/9/2018,
X0900073,CRACK ARREST HOLES,EACH,4.000,ST. CLAIR,8,76945,31,887.15,11/9/2018,
X0900074,CABLE PROTECTION,EACH,2.000,ST. CLAIR,8,76945,31,1155,11/9/2018,
X1000004,R R SMC RTFT ASMBLY,EACH,2.000,ST. CLAIR,8,76945,31,13980,11/9/2018,
X1200007,TEMP WD POLE 80FT CL4,EACH,1.000,COOK,1,60X79,3,8250,11/9/2018,
X1200007,TEMP WD POLE 80FT CL4,EACH,1.000,COOK,1,60X93,4,8250,11/9/2018,
X1200028,REM TEMP BULKHEAD,EACH,1.000,COOK,1,60X79,3,4500,11/9/2018,
X1200050,BOX CULVERT REMOVAL,FOOT,85.000,COOK,1,60X79,3,427.9,11/9/2018,
X1200050,BOX CULVERT REMOVAL,FOOT,303.000,PEORIA,4,68185,42,59.5,11/9/2018,
X1200087,JUNCTION CHAMBER  N 1,EACH,1.000,COOK,1,60X79,3,50000,11/9/2018,
X1200120,WT MI ABNDN FILL CLSM,L SUM,1.000,WILL,1,61F19,89,1,11/9/2018,
X1200214,JUNCTION CHAMBER  N 2,EACH,1.000,COOK,1,60X79,3,35000,11/9/2018,
X1200215,LT TOWER 130MH LM 5,EACH,2.000,COOK,1,60X79,3,75000,11/9/2018,
X1200216,ABAN & FILL EX SEWER,EACH,10.000,COOK,1,60X93,4,925,11/9/2018,
X1400006,FO CAB C 12F SM,FOOT,1666.000,KANE,1,61E99,81,5.84,11/9/2018,
X1400012,REM & REIN FIB OPT CC,FOOT,12713.000,DUPAGE,1,61F05,84,1.12,11/9/2018,
X1400012,REM & REIN FIB OPT CC,FOOT,230.000,KANE,1,61E99,81,15.32,11/9/2018,
X1400029,REMOVE SPAN WIRE,FOOT,194.000,MCHENRY,1,60T13,2,1.05,11/9/2018,
X1400094,LUM LED HM LOW WATT,EACH,2.000,SANGAMON,6,72B37,22,639.82,11/9/2018,
X1400094,LUM LED HM LOW WATT,EACH,2.000,WILL,1,61F19,89,690,11/9/2018,
X1400094,LUM LED HM LOW WATT,EACH,6.000,WINNEBAGO,2,46903,99,405,11/9/2018,
X1400095,LUM LED HM HIGH WATT,EACH,4.000,KANE,1,61E67,79,814.22,11/9/2018,
X1400095,LUM LED HM HIGH WATT,EACH,5.000,PEORIA,4,68185,42,1150,11/9/2018,
X1400095,LUM LED HM HIGH WATT,EACH,5.000,WILL,1,61F19,89,730,11/9/2018,
X1400102,OUTDR RTD NTWRK CABLE,FOOT,8583.000,DUPAGE,1,61F05,84,2.11,11/9/2018,
X1400102,OUTDR RTD NTWRK CABLE,FOOT,160.000,KANE,1,61E67,79,1.82,11/9/2018,
X1400107,FAC T SUPER P CAB,EACH,1.000,COOK,1,62A36,5,20000,11/9/2018,
X1400107,FAC T SUPER P CAB,EACH,1.000,KANE,1,61E67,79,18463.14,11/9/2018,
X1400107,FAC T SUPER P CAB,EACH,1.000,KANE,1,61E99,81,31573.01,11/9/2018,
X1400107,FAC T SUPER P CAB,EACH,1.000,MCHENRY,1,60T13,2,15334,11/9/2018,
X1400113,LUM LED HM MED WATT,EACH,4.000,KANKAKEE,3,66956,19,880,11/9/2018,
X1400113,LUM LED HM MED WATT,EACH,20.000,WINNEBAGO,2,64B87,45,861.13,11/9/2018,
X1400144,UNINT PWR SUP & C SPL,EACH,3.000,DUPAGE,1,61E06,78,5897,11/9/2018,
X1400149,LUM LED HM C,EACH,3.000,COOK,1,60X93,4,605,11/9/2018,
X1400150,SERV INSTL GR MT MTR,EACH,2.000,DUPAGE,1,61E06,78,2183,11/9/2018,
X1400150,SERV INSTL GR MT MTR,EACH,1.000,KANE,1,61F04,83,2150,11/9/2018,
X1400150,SERV INSTL GR MT MTR,EACH,1.000,MCHENRY,1,60T13,2,2452.82,11/9/2018,
X1400172,ELCBL C COMM 19 6PR,FOOT,219.000,COOK,1,60X93,4,9.25,11/9/2018,
X1400201,RADAR VEH DET SY SASB,EACH,2.000,MCHENRY,1,60T13,2,5428.4,11/9/2018,
X1400202,LUMINAIRE SPL,EACH,22.000,COOK,1,61F16,88,176,11/9/2018,
X1400203,LUM LED HM B,EACH,16.000,KANE,1,62F16,8,540,11/9/2018,
X1400215,REMOTE CONTR VIDEO SY,EACH,43.000,DUPAGE,1,61F05,84,3339.34,11/9/2018,
X1400216,LYR II DATALINK SWTCH,EACH,83.000,DUPAGE,1,61F05,84,4513.26,11/9/2018,
X1400217,TERM FIBER IN CABINET,EACH,216.000,DUPAGE,1,61F05,84,112.9,11/9/2018,
X1400218,FIB OPT CBL C 24 SM,FOOT,175325.000,DUPAGE,1,61F05,84,2.39,11/9/2018,
X1400219,SPLICE FIBER IN CAB,EACH,320.000,DUPAGE,1,61F05,84,76.4,11/9/2018,
X1400240,FOCC 96F SNGL MODE,FOOT,2038.000,COOK,1,60X79,3,10,11/9/2018,
X1400240,FOCC 96F SNGL MODE,FOOT,7575.000,COOK,1,60X93,4,5.25,11/9/2018,
X1400241,FOC AER 96F SNGL MODE,FOOT,910.000,COOK,1,60X79,3,10.8,11/9/2018,
X1400249,LUM UNDRPASS LED TY C,EACH,8.000,COOK,1,60X79,3,2901.5,11/9/2018,
X1400249,LUM UNDRPASS LED TY C,EACH,34.000,COOK,1,60X93,4,1700,11/9/2018,
X1400256,JUN BOX T J 41X12X9,EACH,2.000,COOK,1,60X79,3,3668.5,11/9/2018,
X1400256,JUN BOX T J 41X12X9,EACH,13.000,COOK,1,60X93,4,4850,11/9/2018,
X1400259,LUM HIMAST LED TY D,EACH,28.000,COOK,1,60X79,3,1947,11/9/2018,
X1400259,LUM HIMAST LED TY D,EACH,12.000,COOK,1,60X93,4,2160,11/9/2018,
X1400262,EC AER NO 19 25 PAIR,FOOT,1820.000,COOK,1,60X79,3,17.7,11/9/2018,
X1400303,"FO PTCH PANEL, 24P C",EACH,1.000,DUPAGE,1,61F05,84,453.78,11/9/2018,
X1400335,WRLS TRANS SYS PT/PT,EACH,4.000,DUPAGE,1,61F05,84,2543.28,11/9/2018,
X1400345,REM HWY ADVSRY RADIO,L SUM,1.000,COOK,1,60X79,3,1702,11/9/2018,
X1400346,MAST ARM STL 8F,EACH,3.000,COOK,1,60X79,3,435.9,11/9/2018,
X1400347,DET TR SIG MOD/MAINT,EACH,2.000,COOK,1,60X79,3,17721.5,11/9/2018,
X1400348,GEOTECH INSTRMNT ADJ,EACH,4.000,LASALLE,3,66F12,20,1185,11/9/2018,
X1400349,SOLAR-POWER FB INSTLN,EACH,2.000,KANE,1,62F16,8,2650,11/9/2018,
X1400350,LT P WD 30 CL3 2-15MA,EACH,1.000,WINNEBAGO,2,46903,99,1938,11/9/2018,
X1700001,DRILL MH HDHH MWL JBX,EACH,1.000,COOK,1,60X79,3,1645.2,11/9/2018,
X1700006,STMP CLD PCC MD 4 SPL,SQ FT,3405.000,COOK,1,61F07,85,14,11/9/2018,
X1700021,BRC PVR REM RENSTL SP,SQ FT,500.000,COOK,1,61F16,88,25,11/9/2018,
X1700021,BRC PVR REM RENSTL SP,SQ FT,202.000,DUPAGE,1,61E06,78,15,11/9/2018,
X1700036,CONC BAR BS SP  1,FOOT,125.000,COOK,1,60X79,3,225,11/9/2018,
X1700036,CONC BAR BS SP  1,FOOT,2028.000,COOK,1,60X93,4,115,11/9/2018,
X1700037,CONC BAR BS SP  2,FOOT,278.000,COOK,1,60X79,3,235,11/9/2018,
X1700037,CONC BAR BS SP  2,FOOT,2045.000,COOK,1,60X93,4,142,11/9/2018,
X1700038,CONC BAR BS SP  3,FOOT,40.000,COOK,1,60X93,4,145,11/9/2018,
X1700039,CONC BAR BS SP  4,FOOT,44.000,COOK,1,60X93,4,95,11/9/2018,
X1700040,CONC BAR BS SP  5,FOOT,62.000,COOK,1,60X93,4,260,11/9/2018,
X1700041,CONC BAR BS SP  6,FOOT,16.000,COOK,1,60X93,4,220,11/9/2018,
X1700044,CONC BAR VERT FACE SP,FOOT,60.000,COOK,1,60X93,4,182,11/9/2018,
X1700072,CONC BAR VERT FACE SP,FOOT,278.000,COOK,1,60X79,3,300,11/9/2018,
X1700073,CONC BAR WALL SPL N1,FOOT,43.000,COOK,1,60X93,4,185,11/9/2018,
X1700074,CONC BAR BASE SPL N7,FOOT,16.000,COOK,1,60X93,4,215,11/9/2018,
X1700075,CONC BAR BASE SPL N8,FOOT,75.000,COOK,1,60X93,4,350,11/9/2018,
X1700076,CONC BAR BASE SPL N9,FOOT,90.000,COOK,1,60X93,4,350,11/9/2018,
X1700077,C BAR V C-SEC VF SPL,FOOT,125.000,COOK,1,60X79,3,400,11/9/2018,
X1700078,RMV RE EX S BAR WALL,FOOT,100.000,DUPAGE,1,46472,66,221.6,11/9/2018,
X1700084,"CONC BAR 2 FACE 42""SP",FOOT,145.000,COOK,1,60X93,4,205,11/9/2018,
X1800010,FURNISHING TREES,L SUM,1.000,PEORIA,4,68185,42,26500,11/9/2018,
X1900007,"SEEDING, CLASS  5C",ACRE,1.500,WILLIAMSON,9,78363,59,2660.42,11/9/2018,
X2010310,TREE REMOV SPL,UNIT,16.000,VARIOUS,9,78696,64,30,11/9/2018,
X2010350,TREE REMOV ACRES SPL,ACRE,1.450,COOK,1,62C71,6,8140,11/9/2018,
X2010400,STUMP REMOVAL ONLY,UNIT,136.000,LAKE,1,62D35,7,10,11/9/2018,
